Gene_name,WT_control_value,WT_log2_ratio,WT_Input_control_value,WT_Input_log2_ratio,Taf1_Input_control_value,Taf1_Input_log2_ratio,Taf1_control_value,Taf1_log2_ratio,Taf2_control_value,Taf2_log2_ratio,Taf7_control_value,Taf7_log2_ratio,Taf11_control_value,Taf11_log2_ratio,Taf13_control_value,Taf13_log2_ratio,Med14_control_value,Med14_log2_ratio,WT_minus_SM_control_value,WT_minus_SM_log2_ratio,WT_SM_control_value,WT_SM_log2_ratio,Taf1_SM_control_value,Taf1_SM_log2_ratio
YMR260C,3.7943354148,0.0448135372,0.4481381073,-0.2674903824,0.7135828236,0.3416317225,4.3031954589,-2.3705172134,4.5028907695,-1.7203819291,3.0256169835,-3.0126229916,3.6541356445,-1.9635744201,2.4978077881,-2.7801866724,3.6280352139,-2.6153634502,1.4478930426,0.0451224314,2.1266191247,-0.4063447438,1.6170907128,-1.8612949445
YOR034C,0.769515081,-0.2311614145,0.5229403611,-0.2989592656,0.7236252797,0.2173232745,0.9942744408,-2.5172157461,0.915715123,-1.6891406596,0.4345758256,-1.3427299732,0.7753091254,-2.3383778988,0.4561181142,-2.3292420534,0.9102306033,-2.6513811756,0.5399963807,-0.4526807689,0.8184821388,-0.6115253458,0.3771757269,-0.6947830397
YNL315C,1.9620127187,-0.69666624,0.6848711994,-0.5434733254,0.8403451467,-0.1391644473,1.4518866602,-1.8020010931,1.4596088032,-0.7425710468,1.1802517624,-2.5128595691,2.0308116954,-2.5552158824,0.8370226612,-2.319676462,1.4215108626,-2.1326190545,0.7758710789,0.4259035357,1.2815407171,-1.0019256464,0.8550365896,-0.901396005
YDR016C,0.7055002803,0.3574294281,0.4037295458,-0.2113435683,1.0908381081,-0.1307491401,0.8273863401,-1.226824802,0.8795026289,-0.4766651387,0.724367016,-1.7133124155,0.8705025297,-1.34916107,0.4110117119,-1.5767321146,1.4928448257,-2.9944030956,0.888554964,-0.1783742831,1.7046828529,-0.6479380728,0.8407349119,-1.3775792632
YBR255C-A,1.8755230093,-0.0583595362,0.2762448921,0.0865508388,0.577820186,-0.1784782101,1.758709359,-2.4030099383,1.9870226176,-1.3272401117,1.2002071005,-2.9952741157,1.6724514995,-2.0940056235,0.9445171959,-2.2886143132,1.8899424623,-2.7243584208,2.1957432341,-0.2914605138,2.344322174,-0.1168418642,2.025215872,-0.7242646061
YML123C,12.9392903122,0.8019091306,0.7004057533,-0.3659434148,1.0185513723,-0.1870265384,17.5779521002,0.1284263045,29.1153336764,-1.0938030949,12.1014038049,-1.1545013042,15.006219048,-0.4838508772,9.9202021549,-1.422176807,31.8478005349,-5.6746573032,10.5903005082,-0.4488914564,30.6757772799,-0.7620452627,4.8395538236,-0.533126692
YBL104C,0.2565095774,0.5285027627,0.3977352343,-0.1676497787,0.7428575305,-0.1002586289,0.4444543236,-0.9588740141,0.4455457887,-0.9601136227,0.246154871,-1.6234325908,0.3663156723,-1.6576168239,0.1821103063,-1.030262261,0.4990667288,-2.5121452046,0.2497183787,-1.4616993921,0.5584742609,-0.5722560239,0.1917108398,-0.6829123137
YDR507C,0.3603488212,0.3940377072,0.4294797573,-0.6386734975,0.6592019764,-0.0491571805,1.0128249846,-2.5010175241,0.8859303187,-2.1489379851,0.3038523797,-1.1872320827,0.290544888,-1.2315167129,0.5976870035,-3.534441799,0.6416811382,-3.6465249288,0.4540060322,-0.0748357153,0.1609128028,1.0466524247,0.2341901189,-0.8157950612
YLL018C,2.1842152849,-0.0371381004,0.5289346726,-0.851665289,0.6689602121,0.1072489437,1.4657715148,-1.3454715445,2.3846469619,-0.7361549191,1.7533399844,-2.2722873806,2.5169300978,-2.6153325691,0.7819711123,-1.8336224435,2.8066087232,-2.8507865892,1.1209843919,0.7942421656,4.2489412333,-0.8818690905,1.640533518,-1.3589555484
YMR309C,4.1228962984,0.4212448402,0.6289805764,-0.2719416976,0.8455558551,0.1140555972,3.384164048,-1.7898752312,4.6955486609,-1.3271434238,2.9777379826,-2.6393919486,3.2298013353,-1.657062811,1.8153968313,-2.0447096825,7.265192637,-3.3961122518,2.0203605572,0.1891318343,3.7808366522,-0.7127752867,1.58534574,-1.521868183
YIL048W,0.2927325681,0.9853646246,0.416646865,-0.2881337666,0.6829817545,-0.0483912482,0.4833518913,-1.4780336057,0.6258916571,-0.834693305,0.2326073481,-1.083375018,0.3264113066,-1.0736187464,0.2841159896,-1.6726900292,0.9890498745,-3.2699814457,0.6569931251,-0.0445406736,0.7598985336,-0.5505536936,0.426271004,-0.8047068841
YGL135W,2.5762295629,1.1557052652,0.5012426419,-0.3441672273,0.8487770202,0.0082524947,2.6783415113,-2.7659089923,6.6127719955,-1.9079103503,2.1090028409,-2.6274606117,2.5404134377,-2.2803200644,1.6214393013,-2.9207318689,9.2685545028,-4.6334130991,4.1510626016,-0.8195828862,6.4157960771,-0.6802964264,1.7275643093,-1.5511209003
YKL002W,0.6682616785,0.0179863038,0.5529119188,-0.1991536032,0.7295939092,0.1745951535,0.5305575747,-1.1186054246,0.5678629014,-0.5737396384,0.443706078,-1.4672025516,0.5255111126,-1.6316826977,0.284387715,-1.9664516816,0.7231920014,-2.1192282548,0.4514379597,-0.0874204643,0.5473511569,-0.3623444622,0.3494085733,-0.6223755458
YHR085W,0.599525958,0.9574260205,0.6327797879,0.2925258414,0.6908451871,0.2620912702,0.7274816114,-1.969672457,1.1853459199,-1.3475524736,0.433769597,-2.0368487905,0.7144923226,-2.0970685375,0.3319396451,-2.1089152719,1.8394824447,-3.5987472294,0.4455396795,0.2744284235,0.8200279984,-0.6224054013,0.6160737844,-1.0817320607
YLR110C,30.1505227615,0.0960294809,0.7653300571,-0.0208542562,0.8801360105,0.2739049859,21.5664387113,0.2248502413,56.1945976123,-0.6700050307,22.3927790873,-1.1142518588,27.1166784684,-0.4373645634,10.4606094619,-0.3139701571,50.9913753612,-4.7046033931,27.4755611394,-0.1311688449,26.5153752768,-0.9727995576,13.6662933755,-0.6143979035
YIL046W-A,0.3040343,-1.1203200912,0.4776875304,-0.2496801614,0.6284114271,0.0579792208,0.3205581164,-0.9642254873,0.1878717962,-0.0306809087,0.219042437,-0.6520085652,0.2373014667,-1.511535392,0.1743933073,-1.4109754149,0.3088988882,-1.2764904794,0.1424026873,1.2445290099,0.1542888444,0.0254349236,0.1982794684,-0.2807710847
YKL205W,0.9791281167,0.3036643498,0.7275067955,-0.7410964512,0.6592967166,0.3725688449,1.1930571637,-1.8067487263,1.4739954715,-1.0212662143,0.8503303126,-1.7038820096,1.0219188435,-2.0010316061,0.6920300329,-2.3215172705,1.841625709,-3.1621527981,0.6155510639,-0.2233025217,1.559038764,-0.8173695973,0.3889465772,-0.7060279607
YML008C,2.8704982502,0.2026521735,0.4524438804,-0.6223791571,0.6378854423,0.0873098863,4.1101885141,-1.2730936119,5.4299350469,-2.4190220562,2.4455198473,-2.0478660039,3.166988303,-2.054246819,2.4006931604,-2.9620528947,5.2843428417,-4.3914534428,1.9338528241,-1.1376972304,2.2428994649,-0.3177935933,0.7109158271,-0.9373838388
YHR061C,0.3492809966,0.3601366888,0.4337011035,-0.1079637537,0.7401100661,0.0988416992,0.4813031679,-1.4052780692,0.7618547764,-1.0360061338,0.3483734461,-1.8221926389,0.5079459726,-1.9891404236,0.2778663074,-1.8357469902,0.772767572,-2.3009615552,0.8203164477,-0.1750909973,0.3846175952,-0.2862540889,0.401721041,-0.7260996418
YOR319W,0.625755489,0.2367978018,0.5643939803,-0.8067004495,0.7690058124,0.0597845052,0.8123945595,-1.7753214812,0.9452214728,-1.2301865985,0.5540887054,-1.3354292561,0.7075053341,-1.7259636439,0.43524961,-2.0742691627,1.1309443315,-2.8579506574,0.7513438159,-0.4176999714,1.0023571538,-0.5768896203,0.4747521891,-0.9383820929
YMR224C,0.3273857098,0.9343266315,0.4718620727,-0.2639542099,0.7577317343,0.3259738154,0.407559804,-1.3142095008,0.5388143961,-0.5487129896,0.2925438948,-1.0437149395,0.462231642,-1.8089304999,0.230151342,-1.2200636863,0.7784763285,-2.9387370926,1.2220653609,0.3667740804,0.7585996953,-0.4042869243,0.5544683432,-1.3851543596
YDL070W,1.9358658225,0.0814354941,0.6451905456,-0.3470548545,0.640822387,0.4301566923,1.6468634951,-0.8594450079,3.2357158836,-1.2459254382,1.4927512126,-1.4566901369,1.6330581334,-1.5635422329,0.8740316491,-1.7857248543,2.6427941899,-2.7276385422,1.5162578621,0.4217052604,1.4858694314,-0.5291656909,0.8385914302,-1.129612351
YEL063C,1.9779318949,0.381513309,0.6801432917,-0.1619982231,0.8611879801,0.0318453646,1.7847337307,-1.8924620762,3.3161679972,-1.1531070584,1.5867776438,-1.9309438286,1.6742797874,-1.184334762,0.7770800566,-1.6411841689,3.9355604906,-3.4488793544,1.9419238475,0.7299434922,5.6822036196,-0.4032430985,2.7270931959,-0.9618663129
YKL046C,1.6420448641,0.0731052545,0.5652382495,0.0844531414,0.8931154113,0.0759268111,1.4135054591,-1.7824512628,1.4971789056,-0.9193697815,1.3537961168,-2.3456856489,1.4990184163,-1.7351902622,0.724800106,-1.5110844595,2.2532387042,-2.3485545812,0.9358911533,0.1565180068,1.0501576505,-0.1736405493,0.8243969487,-0.8728250916
YBR017C,0.7797932298,0.4495245902,0.5085033573,-0.3553733538,0.8761569241,0.2633335759,0.8833702574,-1.3522553425,1.1315390193,-1.0525141133,0.6236592267,-1.9679778694,0.8489453157,-1.434913928,0.5911112508,-1.872629325,1.6559527766,-3.1856525419,0.6404410556,-1.7982913125,0.7293827451,-0.0396750354,0.3667937508,-0.4868141808
YOR065W,0.2763827498,0.6630611991,0.3339084805,-0.3008808735,0.4876275615,0.0846784336,0.2569566678,-2.1353181374,0.4637734356,-1.6052545236,0.2724584689,-1.970600419,0.2902215051,-2.007585963,0.2099893236,-2.7272862537,0.7401258,-3.7159897661,0.355217239,0.1466038127,0.392152509,0.0303420406,0.2480002331,-0.2403449111
YPR042C,0.5370373998,0.6123474754,0.3794990189,-0.4166854182,0.6673496295,-0.006244479,0.9588558476,-2.1386957735,1.0872806275,-1.1704953543,0.444750582,-1.9130876566,0.4976152691,-1.1913159072,0.3484605443,-1.7481848202,1.537739863,-3.0418175453,0.5730981953,-0.5256257795,0.7787770064,-0.1506789879,0.334007935,-0.6300477802
YPR023C,1.2331526965,0.1203021032,0.7287731994,-0.5375729877,1.0123932624,0.203818821,1.075365819,-2.0079504118,0.9989971235,-0.472630463,0.8414922952,-1.7316206534,1.333083774,-2.4852282345,0.5530697067,-2.4113875536,1.8374885659,-2.2366479737,0.5632593667,0.9015590389,0.914516474,-0.4342194736,0.6197076126,-0.725238169
YOR020W-A,0.5754110182,-0.2423732839,0.3648087343,-0.6161308469,0.6942558326,-0.1024746553,0.6611791834,-1.808881026,0.6920104654,-1.6369576264,0.4242747852,-1.6818146385,0.7368969506,-2.2033576865,0.3505256567,-2.0659523905,0.6443792668,-2.274067746,0.6202144191,-0.7077196886,0.5172957734,-0.2038916674,0.4854588872,-0.9681614426
YOR316C,0.4304216402,0.0476710341,0.3074828536,0.0798730013,0.5969576967,-0.2314062754,0.7773967467,-2.7425819609,0.776161835,-1.888663185,0.3187928276,-2.035815863,0.4581891288,-2.3587566435,0.3471562628,-2.6664238213,0.6950575142,-3.1915209726,0.7591292521,-1.397368111,0.9499872933,0.2999053745,0.3868787081,-0.8315609708
YLR414C,1.5351535094,-0.2446762205,0.5521520765,-0.6415002959,0.7944909132,0.1719289093,1.7741401388,-1.8289821232,2.9678344255,-2.3608248124,0.9764085354,-1.8089781451,1.1559990088,-1.6548389349,1.0817928252,-2.9288238707,1.8686716105,-3.4661715152,1.8429054384,-1.6721157876,1.5923247613,0.2913689623,1.0815275224,-1.0538304184
YNL201C,0.5660499226,1.2534878134,0.540585588,-0.3233131697,0.6252850021,0.156126864,0.58092376,-1.612615678,1.3034099278,-1.712892263,0.4333503725,-2.2548261096,0.6948856679,-1.7394503901,0.3632967465,-2.2321137913,1.4634939761,-3.8519883147,1.0882825819,-0.1455066117,1.876520618,-0.0710678497,0.4741558639,-0.9501018722
YDR345C,6.4269818662,1.0774961003,0.6803965725,-0.4105168676,0.8334291156,0.3001549424,11.8443381986,-1.2358049889,22.0308694939,-1.6011577082,4.7508742512,-1.4949663498,6.1712081206,-1.2937759598,6.9721455194,-2.8537987349,24.925239378,-5.8903827187,14.394526921,-2.0591771135,23.5770068049,-0.4474292118,3.5431406463,-0.8841375457
YGR172C,0.7318917084,0.5615490744,0.4738038919,-0.654335075,0.6873398015,0.2438639166,1.0040670721,-1.7634610284,1.1322848934,-1.3331758547,0.7182376876,-2.0778391898,0.680732493,-1.5222017136,0.4470968337,-2.268664357,1.2057680185,-2.7565779672,0.672370414,-0.7212509164,0.8394919285,-0.2682681278,0.4149010187,-1.1834117844
YHL023C,0.5707549125,-0.0028827175,0.6202846033,-0.4386103087,0.8550298702,0.1313454586,0.4495545209,-1.0782234695,0.5850266276,-0.5155012832,0.539365287,-2.0676394821,0.5677419842,-1.9510868798,0.1898273052,-0.8363806249,1.1594229047,-3.4910416883,0.416535971,-0.0858224189,0.5563967684,-0.7415832749,0.2560533035,-0.1143453679
YER056C,2.9106100072,0.5447675822,0.2318363306,0.2385771896,0.4017929839,0.1269165353,5.3557090125,-0.7618732391,11.5693173146,-1.2783190334,2.4452532066,-0.8627973201,3.3779876048,-0.3727829506,2.6461154652,-1.9581508368,5.4025946121,-3.9783549899,5.1523939445,-1.4005283471,9.2181946989,0.3005625772,4.0885755896,-0.8897017298
YIL042C,0.7178111682,0.4376612257,0.5652382495,-0.2375187571,0.6374117415,0.1006147091,0.6114261299,-1.5636436156,0.5992690858,-0.5221590433,0.7193841314,-1.5559960603,0.8812458532,-2.6958011484,0.3417761015,-1.5707884285,0.9453342758,-2.2309608512,0.554973393,-0.350739254,0.7786200705,-0.5638184729,0.3535608095,-0.7909317002
YLR326W,0.9392157195,-0.4521573286,0.4684849958,-0.6598380744,0.8863888605,0.0599246685,0.6791014552,-2.0062578079,0.8172179173,-1.9150885249,0.3950288397,-2.4468612085,0.7350134544,-2.8264422599,0.3842195958,-2.3921655484,1.0378427068,-3.1964042085,0.7687727641,0.1704429283,0.9820756146,0.1617058177,0.668015378,-1.4191754995
YBL010C,0.3958079218,0.8951302156,0.8201231301,-0.592627283,0.9888029646,0.190607275,0.5086193533,-1.7479201953,0.7534345739,-0.7932066781,0.3474571281,-1.4389057695,0.3079754488,-1.6225844327,0.2798227297,-1.2507845459,0.9232625843,-3.2897688659,0.6127652753,-1.2965303311,0.3821180854,-0.5157638207,0.1454337139,0.7486699541
YOL077W-A,1.1945808055,0.205848974,0.417828842,-0.2608664804,0.7665425684,-0.0695722806,1.3842832877,-1.9161789935,1.7727075263,-1.8165349777,0.9220191301,-1.819686022,1.2645220089,-1.92699002,0.6815957808,-2.2762900833,1.8556506007,-2.5319195783,1.8285244746,-0.6981860484,1.1601832175,0.1305247699,0.8878127192,-1.3028479771
YJL044C,1.1864532567,-0.1458532806,0.5761293226,-0.6170232677,0.8484927998,-0.1816698353,0.8762479962,-2.0292857609,1.028854221,-1.2244705297,0.5722500415,-1.7495657288,0.9553903201,-2.7014609017,0.4954639399,-2.6727505079,1.6374084294,-2.6187856136,0.6604479985,0.3265540756,1.0630988197,-0.465470947,0.5074702142,-1.2530868664
YNL316C,0.3397553514,0.331854102,0.5646472611,-0.4370959601,0.5439979518,0.5207361874,0.4977752493,-2.1221864028,0.5936036224,-0.7375476145,0.3563159031,-1.4627144954,0.4768684674,-1.6577079515,0.2957458331,-2.0304206615,0.6596148869,-2.4193940692,0.6170816956,-0.2926290874,1.0151488307,-0.8505451382,0.4458153577,-1.1820248829
YOL157C,0.1304914798,-0.8321257118,0.5466643265,-0.7386908798,0.6603388582,-0.0026767443,0.0885498004,0.5161714371,0.0651939828,0.935287724,0.0710231654,0.9790195402,0.1891766256,-1.2654033444,0.0964081419,-0.0400448557,0.0508348907,0.0987224937,0.1248684421,0.6394888014,0.0980776404,0.0636484042,0.1403853842,-0.0038398254
YLR203C,0.9030723509,0.4873870785,0.3941048766,-0.20727289,0.8278394467,0.1822145897,0.6783847953,-1.1586008619,0.8638439925,-0.1829166392,0.7325418815,-1.6732787409,0.8652805405,-1.3304880106,0.4181852602,-1.0357121674,1.9118274199,-2.9567197002,0.3758359562,-0.213672623,1.1536908333,-1.1079699489,0.6185105466,-0.8995411911
YHR064C,0.8990932962,0.4239748687,0.5291035265,-0.5152997828,0.7553632305,-0.0763977813,1.4394701624,-2.1799294935,1.6914727977,-1.9364912286,0.7259555074,-1.7558824808,1.0404951794,-1.6079040933,0.7525704332,-1.9021244415,1.8793420974,-2.7311442395,0.8687125452,0.203845707,1.2692856707,-0.2338480131,0.4208781395,-0.583626561
YNL264C,0.5228579346,-0.3002410552,0.5941122572,-0.5787952688,0.7868169609,0.3196064276,0.3657194398,-0.9718700164,0.4581904826,-0.7746643088,0.4221895811,-1.0971232008,0.4447420983,-1.2375205871,0.245639685,-1.0541950564,0.692800552,-2.2651983317,0.5587587413,1.0877643994,0.5477863776,-0.6463968924,0.3676738518,-0.3539944915
YLR353W,0.426779241,0.2115853855,0.301572969,0.0605768988,0.710740619,-0.1503927951,0.5330632192,-1.7411951039,0.6773657293,-1.5056200355,0.4471542672,-2.1304194347,0.5020021521,-1.7768307981,0.2706927591,-2.9965152356,0.5974220462,-2.4826819354,0.6200101863,-0.5610913243,0.7075473532,-0.8154505562,0.2412612146,-0.0879194067
YGR166W,0.9280046084,0.3380994603,0.512049288,-0.2839936932,0.8390187846,0.2846203685,0.8579330371,-1.552527594,1.0117375576,-1.1178611501,0.7148409579,-1.8874804995,1.1658361957,-1.9028059261,0.4018273962,-1.4952845247,0.8754994836,-1.8783376243,0.6888136185,-0.1249590085,1.1831883546,-0.3365449383,0.8832146831,-1.1216228002
YMR110C,0.3107231239,0.9085435403,0.4689915573,-0.1665411077,0.8309658717,0.1085178345,0.4539058139,-1.7710332744,0.4967056322,-0.9381062651,0.2635863266,-1.0367242037,0.3333986908,-1.482105433,0.296506664,-1.4118902013,0.9928549085,-3.5781187221,0.4565746959,-0.7576331898,0.4940111643,-0.3836951453,0.3169040469,-0.9959437987
YPR199C,0.497251251,0.1491985036,0.7845793955,-0.7595868953,0.7227726183,0.1522446514,0.7381572311,-2.5357076142,0.7024860086,-1.1159880422,0.4273040746,-1.3680023832,0.5863753142,-2.1034355443,0.38351311,-1.9342939297,0.8695924285,-3.2206510705,0.5317199213,-0.0577266544,0.7200368375,-0.2113145725,0.3920520911,-1.238952653
YLR188W,0.5863495676,0.2307400083,0.3952868535,-0.4197014587,0.7854905988,-0.0185623426,0.5732253254,-1.005960068,0.6935574552,-1.061697121,0.4327688911,-1.9296188935,0.6959472353,-1.6969842921,0.3821001383,-2.0109542868,0.7278695178,-2.5517276945,0.5789638957,0.1051866347,0.4486447091,-0.4040185121,0.4026650476,-0.7653488134
YEL025C,0.619605347,-0.0800838375,0.8372617955,-0.6051921581,1.0868590218,0.1713104454,1.017901017,-2.1284167133,1.170678645,-1.6892058376,0.5391862398,-1.5181368726,0.5954794137,-1.4429896391,0.4844318921,-2.2740160896,0.7981907544,-2.2617586208,0.932005605,-0.1240154515,1.0553029543,0.0048725921,0.4898257227,-0.5902476049
YLR442C,0.6122451306,0.1861554721,0.3984950766,-0.0685169526,0.7187935319,-0.0835465328,0.6052707438,-1.9655712072,0.8569595885,-1.756245695,0.4496041943,-1.8699314051,0.6610765185,-1.599553079,0.3099842397,-2.0040369646,0.8000042299,-2.613858059,0.5476173745,-0.3099959743,0.4690361834,-0.1003863994,0.2740280464,-0.4259541204
YMR229C,2.3874287292,0.1195623605,0.4456052996,0.0499800573,0.5908943269,0.313307566,2.3071971574,-2.4586925929,3.1658863033,-1.4610490578,1.7533266709,-2.4685456048,2.834731545,-2.774773497,1.3932443815,-2.6010618265,2.6441456652,-2.4626870147,1.9307284118,-0.5033543353,1.7776480716,-0.3993348713,1.1866488122,-1.7638614014
YNL107W,0.4250096094,0.4343141976,0.2726145344,0.0427094507,0.5524298253,0.3237237746,0.5658123765,-1.8190832324,0.6939099807,-1.4227983695,0.4386574977,-2.3066958332,0.442299751,-1.8531304153,0.3673726262,-2.9329580979,0.631696606,-2.8068316013,0.4666493519,-0.4704712037,0.4912342563,-0.1693015649,0.3084302337,-0.656004524
YBR155W,0.9408716389,0.4774619081,0.3555217728,-0.1195770917,0.525428882,0.1679150243,1.0726742039,-2.434904036,1.1981089461,-2.1289322463,0.6900548307,-2.7723399726,1.0530742724,-2.8588734187,0.5210061195,-3.2142193809,1.4019663592,-2.4417602556,0.5492851629,0.3427895249,1.2468715029,-0.5638341636,0.6853509587,-1.84236644
YGR047C,0.5505970441,0.7796876957,0.7736883224,-0.1179882179,0.9184110318,0.073581332,0.5506795888,-1.3158619035,0.845459823,-0.9625366938,0.6402409292,-1.741885567,0.6015562984,-1.9232441209,0.2586825001,-1.6488192954,1.3121040484,-2.9626425302,0.4405431307,-0.2846846057,0.7019687427,-0.8677730915,0.2721312791,-0.1273539056
YKR080W,2.653038608,-0.3972884109,0.3708030458,-0.4195220181,0.7852063783,-0.4660226696,2.4712330053,-1.7201085884,2.9416413476,-1.1094784069,1.8346120252,-2.0767118203,2.6876234669,-1.5480568723,1.4995976699,-1.8569637702,2.9185084187,-3.0001356842,1.943038932,0.5148123218,7.2598216593,-0.4840762704,5.0427664495,-1.476260981
YPR018W,0.3357190805,0.2580695488,0.4491512304,-0.4912615577,0.8424294301,-0.0495201827,0.8775379095,-2.6316942072,0.9186735045,-2.023191545,0.2081832265,-1.0396250774,0.3071232658,-1.7289755531,0.4169896688,-3.0905860441,0.7064466511,-3.2447406969,0.4319041328,-1.5852900475,0.3297033331,0.5503409647,0.2824604082,-0.6630338406
YIL129C,0.6044485649,0.0773767885,0.6281363072,-0.4991312835,0.9434224319,0.11825024,0.6342491342,-0.9627005377,0.6979292703,-0.6245220292,0.6393644417,-2.0492446625,0.8762746233,-1.443522872,0.4001970443,-1.4293466376,1.1635459567,-2.4377086305,0.2930978928,0.5464371715,0.6693855638,-0.3307273959,0.452687795,-1.0530805543
YOR202W,0.0223687876,0.193873569,0.0637423269,-0.6869262447,0.1386048421,-0.0525591506,0.0085258102,0.3678767944,0.0139714762,-0.4882572515,0.0203064766,-0.6538144703,0.024946542,-2.4704509866,0.0054345063,-1.2101505668,0.0445403921,-3.7772553724,0.0138563005,-0.4817389519,0.0298098864,-2.7621128331,0.0391653557,-0.8134938405
