Gene_name,WT_control_value,WT_log2_ratio,WT_Input_control_value,WT_Input_log2_ratio,Taf1_Input_control_value,Taf1_Input_log2_ratio,Taf1_control_value,Taf1_log2_ratio,Taf2_control_value,Taf2_log2_ratio,Taf7_control_value,Taf7_log2_ratio,Taf11_control_value,Taf11_log2_ratio,Taf13_control_value,Taf13_log2_ratio,Med14_control_value,Med14_log2_ratio,WT_minus_SM_control_value,WT_minus_SM_log2_ratio,WT_SM_control_value,WT_SM_log2_ratio,Taf1_SM_control_value,Taf1_SM_log2_ratio
YKR055W,0.1948656604,0.9240103596,0.4337855304,-0.536124748,0.8113546603,-0.0266139645,0.4170190451,-1.7451849073,0.3260919044,-0.8522443877,0.2559591986,-1.1275674956,0.2236700736,-1.2886217014,0.1965660931,-1.8508193594,0.7229701612,-3.4843599427,0.1862340323,0.7228023652,0.4317366473,-0.5040418579,0.214557553,-0.2339700024
YDR047W,0.5154192319,0.2713635945,0.5340847149,-0.4913000008,0.7330045547,0.2823291261,0.9173625272,-1.8878659322,1.2197986433,-1.9588876802,0.3720209008,-1.8674386651,0.6104145325,-2.5069156796,0.5776880203,-2.8812363038,1.4269133596,-4.7467951099,1.1952868742,-0.5103826243,0.4882517454,0.1050984735,0.2240891473,-0.5559016325
YML092C,2.376837065,0.2187088031,0.5803506687,0.2360726879,0.7377415623,0.3306132611,1.7252399534,-2.0170683233,2.063355722,-0.9326252105,1.776032538,-2.523333643,1.9134231151,-2.1199087888,0.8811508524,-2.1793395071,3.2195009451,-3.0665957659,1.0576092976,0.4627380944,2.2180615703,-0.7047374525,0.7220715883,-0.8456010021
YMR282C,0.2684387142,0.624521459,0.4562430919,-0.2626528892,0.7503420025,0.0796420144,0.9449062388,-2.5767329603,0.7990860125,-1.4405331373,0.4319623378,-1.8910917534,0.3784896268,-1.5904445958,0.3634597817,-2.4580780802,0.8998636557,-2.9447720032,0.8908498583,-1.9379784381,0.318901137,0.8034373746,0.2361363015,-0.0179748039
YGL237C,0.4714171153,-0.3285282176,0.4944040611,-0.434848209,0.4858274986,0.5695621743,0.5133094513,-1.1290238045,0.4762681144,-0.3135092148,0.3669504764,-0.7278644681,0.5540681541,-1.5871215801,0.3208532523,-2.0520027331,0.530927374,-1.8664593115,0.6168645097,0.7030115197,0.5357529205,-0.7840660326,0.4452507977,-0.1663626968
YPR148C,0.3803846106,0.0674437642,0.4882408957,-0.2468576568,0.8195023133,-0.1820666325,0.5823375969,-1.9302495811,0.5631670165,-1.3136574532,0.2687000046,-1.3112002207,0.3813868283,-2.5570976116,0.3023759308,-2.5266438008,0.9340571222,-3.8943349015,0.7653002484,-0.3719805741,1.0122651957,-0.5341985714,0.4848851977,-0.7232478838
YNL004W,2.5686691553,-0.4067880137,0.3977352343,-0.3360557832,0.7121617213,0.1043484987,2.1014000973,-1.8416648655,2.0140054585,-0.8873436004,1.7477752375,-2.4897415391,2.7352062162,-2.0045241755,1.2185793489,-2.2111159892,2.021133531,-2.2984768404,1.0337377653,-0.2452358515,2.5645387324,-0.5836402693,1.6253039298,-1.4840856864
YPR178W,0.4006008797,0.234225474,0.3215821497,-0.1978608364,0.6588230158,-0.0120479073,0.7209891933,-2.0482978055,0.8804393412,-2.107768528,0.3246877918,-2.0169071021,0.414624548,-1.6778129957,0.4087292192,-2.475834551,0.7292468551,-2.9705568552,0.5313736456,-2.7011222596,0.545755496,0.0131351724,0.2664113747,-0.3530856068
YCR071C,0.9424229053,0.1685994593,0.7553676801,-0.9155041284,0.950338463,-0.1355680459,1.1736522342,-1.7372544937,1.2471975845,-0.5877443675,0.7671300535,-1.4191309809,0.9959437686,-1.5138101914,0.5930676731,-1.5987711393,1.5694452703,-2.2532820373,1.6168003653,0.4208691005,0.975198928,-0.0483414018,0.8235382663,-1.1026934154
YER178W,3.3065044149,-0.4078555269,0.4900138611,-0.1994647144,0.4538053273,0.5263234279,1.8262808375,-2.2402702901,1.5300514536,-0.7677110637,2.235346076,-2.2504870504,2.7722628824,-2.5811149415,1.0177743409,-1.8755827798,2.6096592308,-2.5322843181,3.0080503043,0.362183976,2.7168378659,-0.4490181989,1.4138373871,-1.0602172989
YIL140W,0.3289802018,0.1322794654,0.4570029342,-0.1894800298,0.8484927998,0.0554622201,0.4121560251,-1.1841898045,0.4381653021,-1.7943086617,0.1821030158,-0.8711893726,0.2134235103,-1.0444688039,0.2658017034,-1.9153175307,0.7385117317,-4.0287172676,0.3619373506,-0.3930758171,0.2734864045,-0.3116965678,0.2140764396,0.3064870391
YLR083C,0.3377108657,0.6535432838,0.455061115,0.4983986474,0.7800904101,-0.200365898,0.4808496125,-1.9230163756,1.0644244922,-1.776067787,0.2103150535,-0.7428902995,0.3682201554,-1.9161114393,0.3966102702,-2.5656777359,0.8138592898,-3.3982788061,0.719675865,-2.1789063392,0.5789760426,0.0180111299,0.2819006654,-0.2574255146
YGR169C-A,1.8100842917,0.1907449898,0.4752391496,-0.4859858954,0.6676338499,0.1072628913,2.1616633865,-2.4603851544,2.6512336362,-1.9917572438,1.3828769805,-2.4995071488,2.0680806721,-2.5834993693,1.1313011776,-2.7081762149,2.6797549014,-3.5752273879,0.756780819,-0.0065077322,1.1453990641,-0.0563719957,1.0040811074,-1.5338811155
YNL267W,0.9122765017,0.2878066689,0.4624062573,-0.3784930275,1.0556895118,0.0043568699,0.6857937736,-1.4651263362,1.0645515923,-0.7305101902,0.8234858793,-1.8858293513,0.8601188671,-1.547355567,0.3955233689,-1.5841496823,1.590512886,-2.7155803291,0.7518230005,0.0665019497,1.2507296124,-0.8142771942,0.5829895859,-0.8594358457
YML057W,1.1383341182,0.1083904357,0.6743178341,-0.4649672496,1.0012139245,0.1686504496,0.9574919326,-0.5250215209,1.4695847688,-0.018316603,0.7617600037,-0.2707283025,1.1913874727,-0.4203297734,0.5845354982,-0.2862988152,1.5935129425,-2.4520537669,3.8011555448,0.471258378,1.4241421614,-0.4173639367,1.872360001,-0.3290224737
YGR143W,0.5870437053,0.3477484999,0.5690374611,-0.4374836178,1.0327623951,-0.05133618,0.5903536975,-0.9713897497,0.7392577876,-1.19773918,0.4631913841,-1.6340679682,0.5221772638,-1.329911371,0.2521610926,-1.4824178531,0.9722450644,-4.1351924866,0.5516374969,-0.975882275,0.8613320528,-0.3233568006,0.3352992477,-0.031164897
YNL218W,0.8876986997,0.1717147221,0.5075746611,-0.3113311305,0.7445628532,0.1990807499,0.8124542387,-1.5334571147,1.0902339509,-1.3756406021,0.719499602,-1.9578522143,1.0420813089,-2.5372449904,0.3730245128,-1.6095791576,1.4440477648,-2.8633003113,0.7165978086,0.5957746703,0.8513382502,-0.8538456466,0.5983169558,-0.7379023125
YPL097W,1.114365935,-0.6658934359,0.3671726882,-0.4939746232,0.7035403675,0.5200347323,0.6100838844,-1.2962770564,0.7300361482,-0.9191534857,0.5762598237,-2.4144217684,0.8856496205,-2.3679059832,0.2650408725,-1.4264423725,0.9505996486,-2.4456902892,0.346427547,0.4726106784,0.6642816608,-0.5608821817,0.5297891183,-0.7227205402
YKL204W,0.5970238876,0.5242474307,0.4423126496,-0.8909720408,0.4151513453,0.4425460446,0.8280668593,-1.8270138004,1.0834438394,-1.2691255344,0.5300776678,-2.0411152854,0.4896860691,-1.3226018184,0.3439499041,-1.4891842649,1.5810392424,-3.2092785301,0.5676975509,-0.2421877943,0.6852023044,-0.0116536699,0.2513346814,0.0254945556
YHR052W,1.9723704757,0.4525631207,0.4553988227,-0.2624679037,0.868577712,-0.2579779846,2.1147728003,-2.1956694793,3.660074081,-1.7883510943,1.3181991965,-3.0111749326,2.0413922991,-2.0622460733,1.0165244044,-1.7863470649,3.6087080378,-3.1142006621,1.1858521079,-0.037269479,1.7350692465,-0.2176001427,1.2094617792,-1.7208571763
YPR156C,1.4867492522,-0.0801646912,0.5260641573,-0.1082826365,0.9002209227,0.2969587285,1.047472101,-0.7781120236,1.8390569776,-1.1798766572,1.1596130031,-1.7486871394,1.4109813999,-1.9626519955,0.543885391,-1.9296356814,1.6923749323,-3.1554008413,0.9565166801,0.4664653173,1.2918998415,-0.8189971826,0.9486804393,-0.9923025184
YNL199C,0.5838145362,0.7035784718,0.5742719303,-0.3962555041,0.8035859678,0.2746093118,0.7691723584,-1.9557923674,0.8895093565,-1.055699731,0.5774925036,-2.420134254,0.4647368823,-1.4517754818,0.3701985695,-1.4536637807,2.0376203232,-3.9219848278,0.3639614592,0.492610784,0.6913942679,-0.3132239481,0.4707877728,-1.0573600746
YJL020C,0.4902534481,0.1510300436,0.6018795341,-0.5962151396,0.936601141,0.105198563,0.4788147762,-0.6325690405,0.5516979616,-0.8830820753,0.3402857958,-0.4784782576,0.5301119565,-1.6439235904,0.2447158189,-1.0736085193,0.7655462623,-2.5734213533,0.4514209766,0.4005473255,0.4288497866,-0.0872863099,0.2312553702,0.2762572518
YOL018C,0.8215817883,0.2110480956,0.6033992187,-0.1112272895,0.905431631,-0.015837469,0.7712177054,-1.3340717879,0.9762046695,-0.8465761817,0.6956364215,-2.0395904767,0.8150511671,-2.6539420077,0.4271521956,-2.4396577302,1.0115298432,-2.2666013269,0.4187633812,0.3258317077,0.782688143,-0.6614509014,0.5279798896,-0.8823185141
YJL080C,0.5355608102,1.5797812325,0.5168616226,-0.0014599663,0.7646477654,-0.0139295833,0.7305433841,-1.8370358965,1.2357350939,-1.1437881028,0.5114123922,-1.7548735969,0.4858373212,-1.0980687869,0.4934531725,-2.2165200917,2.8471724443,-4.8724569987,0.6821121484,0.0523615789,1.2124744943,-0.7283025305,0.4761713913,-0.2252507938
YLR146C,0.5655711165,0.3751925986,0.3896302497,0.0603952248,0.753184207,-0.0539878921,0.6224691681,-2.2530919057,0.7906655953,-1.4799920944,0.4421591555,-2.6211485483,0.5165571543,-2.1351533076,0.3367763557,-2.6102881266,0.5917053477,-2.6049630147,0.5129992607,-0.9777514723,0.5344378834,-0.471474831,0.4442843754,-0.8623130004
YBR187W,0.7891479188,0.3781066342,0.2920327267,-0.0814523012,0.5943049724,0.0123170025,0.8583984948,-2.5593207746,1.4507447456,-2.3388837227,0.601068774,-2.8082655051,0.8323958697,-2.714815101,0.4367712718,-3.4428113236,1.3824079831,-3.7287712792,0.7786404076,-1.5573612258,0.8720069453,-0.5845834029,0.2856243633,-0.9506271351
YLR246W,2.9592356632,-0.5414661513,0.9263321992,-0.7938342718,1.0034876882,0.384212396,1.8884879629,-1.802741758,1.9607034101,-0.7655506677,2.0795454643,-2.2777931287,3.0930837455,-2.5384085305,1.1389094864,-2.0278340612,2.156246736,-2.0815340432,1.6401783528,0.6209081698,1.5026764555,-0.502765937,1.4648756353,-1.2989953806
YIL021W,1.6221550277,0.4477678586,0.6172452341,-0.4565181654,0.8284078876,0.1068923924,1.6625414858,-1.7473576553,2.2510019864,-1.2340382032,1.3909082837,-2.107209595,1.8786670528,-1.5595101074,0.8806074017,-1.769521745,2.6034403853,-2.4278200831,2.0236625343,0.5819746774,2.4290325873,-0.5019148373,1.8330352626,-1.4351490446
YDR294C,0.5744102011,0.3731280372,0.2740497921,-0.3167382726,0.6852555182,0.0149655776,1.4631710058,-2.868255057,1.3915591765,-2.0595584564,0.5627595218,-2.4718479763,0.5736388693,-1.3592751645,0.6661074379,-2.9800941638,0.9992910689,-2.8506824279,0.8166651433,-1.3511179924,0.5656746913,0.6256806611,0.409727299,-0.2494927461
YFR010W,1.3128569287,-0.1404716679,0.3294338536,-0.332278259,0.6702865742,-0.2582505302,0.8816369598,-1.4932784345,1.136735078,-0.6218816888,0.7559080221,-1.8090125043,1.1175698926,-1.731039432,0.4686174787,-1.5355125547,1.4992340966,-2.5905285992,0.6412804071,-0.7553078825,1.0904066798,-0.6464121466,0.5156556029,-0.906093259
YOR104W,1.5781339406,-0.7780157425,0.503353315,-0.2600316805,0.770616395,-0.0648835269,1.4875496184,-3.0032340984,1.3256444381,-1.6271232257,0.976979477,-2.7849385933,1.4734584031,-2.9637378499,0.6582274037,-2.9717836916,0.942033297,-2.2967906456,0.8700555331,-0.5272046313,1.1178162518,0.0240103044,1.0870166147,-1.732255933
YBL081W,1.8392146962,0.1016583687,0.5158484996,-0.2347463728,0.6744551409,0.3125191254,1.1412522657,-2.1916581055,2.1302036794,-1.5747255799,1.2131684689,-3.0011572441,1.2616700142,-1.8758172982,0.5978500387,-1.8177144964,2.2012689442,-2.6981318671,0.8462580975,-0.700702839,1.175504976,-0.5241105977,0.6813112797,-1.2683229648
YJL090C,0.3140808201,1.0659673196,0.2136001152,0.5571696067,0.4828905539,-0.139427789,0.3478989123,-1.9648217255,0.475523154,-0.9959289708,0.2715266644,-1.6365035156,0.297435689,-1.7355265972,0.1334171298,-1.3359485899,0.9354549843,-3.5738018706,0.3071156728,-2.4903269773,0.4731481907,-0.3724885356,0.2794277742,-1.2153544356
YER182W,0.8053813445,-0.190041949,0.575707188,-1.0160789005,0.7267517047,-0.1269055517,0.9193184034,-2.0432980946,0.6857658164,-0.9941902726,0.679930772,-2.2279119906,0.8425277109,-2.4269395211,0.4451404115,-1.9050527762,0.7928517398,-2.3037527578,0.3299817599,1.1043861441,0.6940615954,-0.6491524246,0.432950364,-0.8964857555
YGR195W,0.5427951661,0.2225615381,0.3068074382,-0.4767730931,0.4569317523,0.1064791847,0.9050820673,-2.8118459889,1.3463668703,-1.5253255916,0.4058829425,-1.7351680393,0.5009317131,-1.6681755163,0.5219843306,-2.2654189209,1.1281100721,-3.2552656288,0.7874127973,-1.7549939806,0.7504262971,-0.1243800149,0.3218836923,-1.0693974163
YDL040C,0.8084861699,0.5458583851,0.6119263379,-0.8759766442,0.7882380632,0.0661311911,1.0217128829,-2.0798601591,1.6692018712,-1.4918637322,0.6644222098,-2.0246189365,0.7655659341,-1.9106905975,0.5806769987,-2.747175943,1.5538908203,-3.086039579,0.7461804394,-1.2234201738,1.044305895,-0.5332429253,0.3688079443,-0.6757203022
YKL007W,0.8405288344,-0.0234149911,0.6460348148,-0.7236283707,1.1146178863,0.1557733381,1.4258644119,-2.3387168234,1.2889950772,-1.1232574791,0.6457811684,-1.9167850391,0.5711859893,-1.0927511699,0.6373588995,-2.190116207,1.3086794184,-3.0997417425,0.7631290137,-0.8729493311,0.8635114872,0.0356192824,0.3635455721,-0.6015416257
YDR238C,2.7647892932,-0.2491994491,0.6430798725,-0.2948815479,0.6672548893,0.0559811751,1.2104816917,-1.8135973264,1.9300506861,-0.5762795238,2.0126843913,-2.5625810726,2.3678341984,-2.3613991578,0.7353430482,-1.909684287,3.1946563747,-2.5495183886,1.0969650604,0.380571287,1.4761885259,-0.8966948155,0.8418618044,-1.4680056643
YBL043W,0.1284329618,0.0627359074,0.3220042843,0.3098674758,0.6521912052,-0.3195185467,0.1579828428,-1.2306807622,0.1848234831,0.0440239695,0.1192187429,-0.3829561134,0.0970133517,-0.3516596401,0.0991797401,-1.2445496939,0.1547041857,-2.3885989451,0.3640752103,0.0583560702,1.7681093569,0.1101898068,0.6852091357,-0.9274226705
YOL139C,1.577439048,0.6245570396,0.7374691725,-0.2243328453,0.8346607376,0.0562787059,1.3073174284,-1.5251546693,2.7547580654,-1.2622390546,1.3052440222,-2.167214547,1.6292795463,-2.0007177675,0.8526740393,-2.4202132296,3.421593074,-3.0025195962,1.035523464,-0.2841834127,2.1332992114,-0.9637494034,0.7007222146,-0.9705707926
YGL108C,0.8462501903,0.2371474557,0.4713555111,-0.3777927395,0.634001096,0.18183466,0.8225990098,-1.9807838369,0.7964103951,-0.6824009061,0.8298325082,-2.1694158062,0.8344455895,-2.100129478,0.402533882,-1.7673346875,1.4974882291,-3.3711774988,0.7090702662,0.9617111771,0.8429489519,-0.3982850015,0.591115316,-1.0527425335
YDR286C,0.4115580118,-0.2982205133,0.3817785458,-0.0300911701,0.8409135876,0.1392980649,0.424131443,-1.0302805695,0.3897170593,-0.9656752813,0.2384542222,-1.2380000955,0.3941502161,-2.5077422159,0.2018919092,-1.7194629707,0.3799726818,-2.1059184745,0.273288448,0.7489942798,0.3809091553,-0.0258367384,0.2855888946,-0.7661941587
YNR012W,0.1232938875,1.8517890565,0.3334863459,0.0284401322,0.5106494184,0.0016985047,0.5058035383,-2.2633809651,0.6545663916,-2.1124047419,0.1562151657,-1.2765134117,0.1938103008,-1.7792782563,0.2627040348,-2.5974032831,0.8111416421,-3.9732432011,0.4095036179,-0.8115727683,0.3852412805,-0.3289426718,0.1747001363,-0.6048146481
YOL042W,0.3285537152,0.6834615498,0.6043279149,-0.3211265024,0.9284534879,0.0339741767,0.5635687002,-1.3434983609,0.7465404351,-1.1610068105,0.3068017906,-1.0590997723,0.3931791406,-2.1521309237,0.3222662239,-1.8348239089,0.7689622413,-2.6567357371,0.4017096528,0.0428443082,0.6512851782,-0.2590125036,0.3604577084,-0.1011444437
YOL156W,0.0871326912,-1.8441832351,0.391487642,-0.6174219823,0.6561702916,0.0577103906,0.1580105961,-0.7242261746,0.1205262499,0.0606225439,0.0672477474,0.2845968687,0.0690640179,-0.0485613191,0.0785286161,-0.7055961498,0.092319789,-0.9618467485,0.1019792825,0.6469439385,0.1245280149,-0.3846028715,0.1404999356,0.0749191091
YGR040W,0.9737809139,0.5414095945,0.5018336303,-0.031030394,0.6254744824,0.2281309419,0.7830909968,-1.5160769574,1.1664855135,-1.7788262929,0.6938627426,-1.6585697877,0.8104584712,-2.7924580947,0.4252501184,-2.5469041747,2.1327073572,-3.7404340809,1.2060534293,-0.3818585633,0.7635691883,-0.295822463,0.4868256826,-1.289617565
YBL072C,3.1520537834,0.7209041331,0.6077049918,0.0955530842,0.7314887123,-0.0631121908,3.7121946122,-2.8248168984,6.0044303591,-1.7431496626,2.6036566589,-2.7104751199,3.8317987117,-2.828547519,2.0025612285,-2.8500578605,6.7812833613,-3.9504907474,8.5918708012,0.383766553,5.657035052,-0.1959798493,1.9953126954,-1.8051732703
YLR403W,3.0176867868,-0.2867408345,0.6294871379,-0.2670684256,0.9939189328,-0.1206236023,2.4916832494,-1.6854078689,4.1061972739,-2.1459613385,2.0509613132,-2.1767372576,3.1957067418,-2.6736487065,1.2485234786,-2.2515570813,3.1942730567,-2.6529340408,2.3557641924,-0.2286542467,3.6631161344,-0.085012276,1.9566384244,-1.2170150076
YDR042C,0.5359471117,-0.4564056105,0.3238616767,-0.0915372602,0.8459348157,-0.3472590797,0.4518386805,-0.1594851669,0.3357393293,-0.0290887175,0.4040224855,-0.3948838257,0.5447327566,-0.6395249973,0.2123805064,0.0121363751,0.3900176796,-1.4744343294,1.4056130635,0.0463202503,0.3446245902,-0.114160908,1.0883598421,-0.8380594478
YER109C,0.4656009623,0.4609672824,0.5674333495,-0.4886855562,0.7479734987,0.3659839642,0.5808739757,-0.9716174698,0.5355592685,-0.2071328612,0.3801176263,-0.8736991652,0.6591562132,-1.5553041045,0.2715622801,-1.1909353801,0.8824291278,-2.1288067797,0.3712421237,0.5622484455,0.3791972499,-0.3928004651,0.3536334692,-0.3443080817
YBR139W,0.2405085282,0.4319028874,0.5727522457,-0.3297993204,0.7684373715,0.109254046,0.3730228618,-1.1246979057,0.3220246897,-0.7803669893,0.2257187412,-0.7235602228,0.2310677611,-0.785443854,0.1787952574,-1.2839203724,0.5694719725,-2.947169997,0.2344891402,0.7162926602,0.3777331104,-0.2658950243,0.2706281901,-0.6294816942
YGR106C,1.1985746057,0.4000967047,0.5045352919,-0.3710033992,0.8808939317,-0.0460371145,0.939269683,-1.380531593,1.4159115841,-1.4108792883,0.7946472584,-1.902374674,1.1563200749,-1.8014127404,0.5520914956,-1.3438248658,2.2814041845,-3.0654578082,0.7092739689,-0.1206139198,1.2856430297,-0.8982540302,0.5107362115,-1.1130824784
YFR040W,2.089758753,-0.2101360879,0.4944040611,0.0055883795,0.8172285497,-0.0637764477,1.7545644532,-1.8118965008,2.1208578938,-1.3222829075,1.1789106777,-2.0009186764,1.5246017903,-1.7514724054,0.9741896003,-2.4827130766,2.3166212458,-2.7443503017,1.1633100192,-0.4779007882,1.7070434329,-0.1735201021,0.8534222641,-1.4265295078
YKL117W,1.1340594035,0.5325087988,0.5970671995,-0.7540312977,1.0747322823,0.0195679047,1.025373539,-1.7486732202,1.4050047715,-0.8250332538,0.9195534993,-2.4542045689,1.0845262662,-1.4690404563,0.5350271458,-1.5167733421,2.9557620981,-3.4650392284,0.8402134113,-0.2802013407,1.6201747817,-0.5491105606,0.6122166677,-0.6604730031
YHR142W,0.9094980881,0.7823885749,0.7190641032,0.1431775951,1.1564930334,-0.2662225398,1.2092141063,-2.7655751614,1.4257777635,-1.2325228946,0.6750262985,-1.7158048031,0.9019937847,-2.0092634835,0.527473182,-2.4414890381,2.4187697234,-3.5812475073,1.4709248973,-0.5703997215,1.3450268227,-0.0035363779,0.4382632003,-0.1367991006
YIR021W,0.8083394689,0.087238679,0.3745178305,-0.3493174712,0.6659285272,-0.0583223703,1.0822569757,-2.3365972984,0.8040192113,-1.3243115715,0.6198770701,-2.3391430361,0.7367246356,-2.3333698359,0.529157879,-2.8669551561,1.0642084938,-2.6104451429,0.5433167411,-1.7282609826,0.7299514012,-0.9350156075,0.245581898,-0.3589789061
YJL128C,1.000489646,0.404385238,0.4895072996,-0.2534049192,0.8870520416,-0.0142754517,0.7443785712,-1.7439938181,1.2021402307,-1.2230319575,0.7380501688,-1.6329527419,0.9157621416,-1.9348989413,0.4035120932,-1.4412480368,1.8756704742,-3.0318149125,0.7249122031,0.008759526,1.3049557308,-0.493813948,0.5894946324,-1.1897186192
YGR049W,0.5764524151,0.3916975671,0.3575480189,-0.0634505407,0.7090352963,-0.0982059177,0.822882011,-2.3529480197,0.7762235275,-1.5160897505,0.6173720433,-2.1410578602,0.7074826291,-2.3679407421,0.4140006903,-2.613494043,0.9772179598,-3.2549692546,0.8632133995,-0.3190318132,0.6149765456,0.1027077288,0.5415337329,-0.6045869971
YAR042W,0.6677817504,0.5747284381,0.7580693417,-0.0448991209,0.3897609846,0.3336590546,0.4098014312,-1.1649367087,0.6198416644,-0.2220246165,0.5238158077,-1.6574091553,0.6316426679,-2.4441171312,0.2359662638,-1.1249958816,1.1863114541,-2.9177606174,0.5403431865,-0.0021637495,0.933575915,-0.7309565017,0.3424450491,-1.0891135766
YBR059C,0.7794907198,-0.2917847385,0.4940663534,-0.2886797809,0.6231059786,0.4929284966,0.7750959817,-2.0396912362,0.9073091758,-1.4885296087,0.3379189528,-1.5937023176,0.6703024261,-2.3584406904,0.3513408326,-1.3994522016,1.0486444902,-2.8328395386,0.8856391003,-0.8298612567,0.7473515917,-0.1149443602,0.3578316373,-0.3321933119
YHR153C,0.2078232977,-0.9831414663,0.4828375727,-0.4548121097,0.6455593946,-0.0321131905,0.2367648243,-0.5260932758,0.1759020317,-0.384676301,0.114063767,-0.4240010049,0.1721012275,-1.2279616846,0.1193417585,-1.026567156,0.1842120907,-2.0954424333,0.1789471493,-0.627856844,0.0977199043,-0.1885294789,0.2272638375,-0.6458734799
YOR368W,0.6484434714,0.245764994,0.8758448993,-0.4671123235,1.0387310246,-0.1643225728,0.6759768396,-1.7685901486,0.6687942201,-0.3784557756,0.5539344906,-1.367247904,0.5717337874,-1.3272135716,0.4411188768,-2.1067690453,0.970687233,-2.2364863867,0.9832772456,0.0764097703,0.7647255881,-0.5384421287,0.4904115846,-0.6305370073
YPL045W,1.8410480408,-0.4321954753,0.4342920919,-0.1204035551,0.890462687,-0.0903317027,1.1595773534,-2.0756597089,1.0763647242,-1.0155648165,1.6011501947,-2.7540280408,1.8843027918,-2.6137588744,0.5489394819,-1.6050948248,1.3134182,-2.0016955513,0.5025445529,0.7574643181,0.8826974344,-0.9349045685,0.7091238732,-1.3007119751
YFR006W,0.8553038654,-0.2641443837,0.439695415,-0.2867743857,0.6759709833,-0.1333413655,0.9735102675,-2.2576137763,0.8763501288,-1.5146136891,0.6010162281,-2.0636513444,0.7998263661,-2.5984716732,0.4644872539,-2.7655414199,0.8499097954,-2.7222659564,0.518178363,-0.001830647,0.5880758683,0.0713150242,0.4543834044,-1.5830236514
YGL167C,3.0134146622,-0.4506216209,0.5300322226,-0.3041354582,0.8437557922,-0.0469066232,2.2025384683,-2.2754484525,2.7410003388,-0.9616042098,1.8383154972,-2.1597437641,2.3440133037,-2.1444553442,0.9462562379,-2.0148565185,2.967397029,-2.7689518462,1.5677829723,0.0146109753,2.0237225299,-0.6014206412,1.1001779969,-1.3924690181
YOR153W,4.2068797957,0.1556336358,0.2976893305,0.1259250802,0.6494437408,-0.0106968838,5.4704110262,-0.9359209524,6.7907826597,-1.8782680177,3.4406405036,-2.1244167253,5.1557087459,-1.5413600192,2.1506515253,-2.0839393401,8.5463595254,-5.5411866476,1.0009609206,-0.7539807093,1.4635539798,-0.6123141535,0.5721695536,-0.9076962905
YOR118W,0.8338809435,-0.6412705602,0.3494430343,-0.9339278291,0.5688198716,-0.0943009289,0.8932512766,-2.0386984951,0.9144741865,-1.4946613182,0.5055229164,-1.8485759386,0.7777148668,-2.0823037135,0.4889968774,-2.1403568921,0.8154309032,-2.6900777334,0.7593504749,-1.1591257864,0.6578413467,0.3128992179,0.6333013016,-0.9806306189
YOL052C,0.7624225018,0.7263697147,0.3556061997,-0.3056137329,0.5956313345,0.0730823471,0.9955993058,-2.4020305663,1.893780745,-1.8429990584,0.5574034374,-2.0708017693,0.8430986773,-1.9650836029,0.5899700045,-2.5362042626,1.8857699037,-3.3645061281,1.5226871532,-0.946686691,1.77341009,-0.158123844,0.7935667299,-1.5802544946
YPR041W,1.0991712118,0.1984159018,0.4548078342,-0.459575482,0.5941154921,0.2357732313,1.5029742301,-2.2805751484,2.2952907676,-1.7771366338,0.9603715821,-2.1394496554,1.0995309576,-1.3849723129,0.796372554,-3.0491574671,2.0748886996,-3.2009351321,1.3949298209,0.2051372817,2.1733853326,-0.8250426338,0.8088908883,-1.3295526809
YKL096W-A,15.8000226105,0.1616544695,0.6083804072,-0.1421994823,0.4689637515,0.1657347025,8.1373954108,0.4106974321,17.8090106495,-0.3602132685,18.0501390764,-1.3858538717,18.9468209925,-1.7032446732,4.1691358573,-0.9832196947,23.5663868761,-4.2928994023,8.5036255334,0.6773329326,5.5059390185,-0.9118325898,4.8199824307,-0.5086423662
YBR253W,1.616035582,-0.0083829472,0.497781138,-0.380102012,0.8707567354,-0.2028386317,1.2136886013,-1.7656985068,1.6758655833,-0.9908991052,1.0357047532,-2.3550316476,1.6915122772,-1.8699065081,0.6627380439,-1.9568100002,2.1682960686,-2.7458750809,1.9074036911,0.0914747461,1.9959624529,-0.8712218675,1.0602906409,-1.4437716486
YPR036W,1.8954067784,0.2654451631,0.7123943763,-0.4252364388,0.8909363878,0.1661295221,1.5311488359,-2.0740503097,2.2677836068,-1.2517498705,1.5209306465,-2.4315934718,1.6639287636,-2.1433495469,1.0084813351,-2.5018443106,3.3064270941,-3.0385176472,1.5521261647,0.0071216807,3.3606050371,-0.8361627166,0.9909618887,-0.9491557909
YER149C,0.7419086612,-0.14820665,0.4789539342,-0.4824410559,0.677676306,0.411438494,0.6123987701,-1.3034155231,0.6221366254,-1.0231556183,0.6323495507,-2.503972102,0.7775632679,-2.6817983954,0.3676443516,-2.3369033569,1.1254935396,-2.6036828621,0.3826782189,0.2691181001,0.5137512879,-0.2783264173,0.3725305933,-0.5413902368
YDL083C,11.169847061,-0.0509921033,0.7573094994,-0.1126775081,0.9199268742,0.2053422918,7.4502750726,-2.9229693118,10.078395752,-1.817955396,6.9389067308,-3.1142635107,9.7356540405,-3.348752715,3.7742646291,-2.9769904569,13.3591211194,-4.1186169346,3.7815631305,0.0866382486,9.4971737759,-0.7913909259,3.5389275475,-2.3249635924
